location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed
Lower middle income,11/6/21,62696563,68517,1116666,1635.857,1318266298,716618855,3076470,11001242,5014860
Lower middle income,11/7/21,62752543,65079.286,1117978,1654.429,1323342070,721060322,3113073,11170778,5194607
Lower middle income,11/8/21,62804886,64903,1119336,1661.429,1328141108,726237518,3163029,11423243,5253302
Lower middle income,11/9/21,62863742,64315.571,1121133,1676.857,1334565837,733773391,3329675,12092774,5601310
Lower middle income,11/10/21,62936914,64295.571,1122880,1657,1342637187,741459740,3357706,12472337,5780112
Lower middle income,11/11/21,63005368,63573.286,1124716,1683,1356460179,749857365,3387200,12902518,5887444
Lower middle income,11/12/21,63071795,63068.286,1126657,1699.571,1361153793,758325367,3404298,14004571,6159403
Lower middle income,11/13/21,63130754,62027.286,1128292,1660.857,1367243577,768701495,3580198,14777051,6417925
Lower middle income,11/14/21,63182367,61403.429,1129508,1647.143,1370417742,773333149,3608072,14432280,6197616
Lower middle income,11/15/21,63230615,60818.429,1130779,1634.714,1372996843,777441360,3620363,13999634,5984734
Lower middle income,11/16/21,63285277,60219.286,1132495,1623.143,1376962185,783514986,3701573,13864849,5791129
Lower middle income,11/17/21,63345589,58382.143,1134495,1659.286,1381901785,790972560,3736808,13616536,5534415
Lower middle income,11/18/21,63406925,57365.286,1136468,1678.857,1385776062,799894792,3753758,13584153,5433666
Lower middle income,11/19/21,63465041,56178,1138167,1644.286,1392566881,806764525,3769273,13085447,5364840
Lower middle income,11/20/21,63518282,55361.143,1139765,1639,1399485905,815732599,3784892,13432008,5509520
Lower middle income,11/21/21,63562591,54317.714,1140948,1634.286,1403694415,823206231,4201040,13541272,5607715
Lower middle income,11/22/21,63603421,53258,1142286,1643.857,1408198323,830413376,4250948,14122355,5826984
Lower middle income,11/23/21,63682401,56732,1144154,1665.714,1413218723,837572906,4291764,14429517,5945343
Lower middle income,11/24/21,63734169,55511.429,1145834,1620,1421790160,847690702,4338470,14775848,6104511
Lower middle income,11/25/21,63791381,54922.286,1147637,1595.714,1425405088,852737431,4370786,14614447,6130647
Lower middle income,11/26/21,63845183,54306,1149287,1588.714,1431632469,862309263,4399855,15430188,6359212
Lower middle income,11/27/21,63897293,54144.429,1151098,1619.143,1435991058,867238291,4609810,14138952,5955311
Lower middle income,11/28/21,63939723,53876,1152335,1626.857,1443504777,879043137,4826606,14995398,6246199
Lower middle income,11/29/21,63979172,53678.714,1153443,1594,1449372004,884861812,4867541,15093623,6286622
Lower middle income,11/30/21,64026685,49183.429,1154829,1525,1454393657,893310054,5045856,15338050,6285420
Lower middle income,12/1/21,64079371,49314.571,1156551,1531,1461706500,902019782,5150104,15654912,6408059
Lower middle income,12/2/21,64131278,48556.714,1157999,1480.286,1483209714,944434983,5193452,16451461,6641758
Lower middle income,12/3/21,64183518,48333.571,1159635,1478.286,1486842522,950045245,5457687,15584985,6318396
Lower middle income,12/4/21,64223039,46535.143,1160740,1377.429,1493490043,960678589,5505028,17001127,6639303
Lower middle income,12/5/21,64273136,47630.429,1164623,1755.429,1498620408,968606868,6032808,16139775,6267697
Lower middle income,12/6/21,64311479,47472.429,1165707,1752,1504901936,975103009,6177863,15649082,6028871
Lower middle income,12/7/21,64358653,47424,1166983,1736.286,1508747406,982096052,6293694,15275754,5872505
Lower middle income,12/8/21,64413772,47771.571,1168301,1679,1513649238,992413214,6492102,14666252,5477534
Lower middle income,12/9/21,64468624,48192.286,1169820,1689.143,1519174638,1004650367,7661633,14512036,5298078
Lower middle income,12/10/21,64518382,47837.714,1171148,1645.143,1521925503,1009221936,7737438,14266888,5154438
Lower middle income,12/11/21,64574757,50245.429,1172773,1719.429,1530517883,1023110653,7899002,14837787,5282239
Lower middle income,12/12/21,64617586,49207.143,1173879,1322.714,1534605000,1033664231,8057727,14786625,5228887
Lower middle income,12/13/21,64652466,48712.429,1174794,1298.571,1536774125,1039399394,8365879,14679155,5149875
Lower middle income,12/14/21,64704775,49446,1175996,1288,1542598386,1049930695,8605591,15186347,5234368
Lower middle income,12/15/21,64758654,49268.857,1177330,1289.857,1546602634,1058053921,9781296,15164262,5181817
Lower middle income,12/16/21,64830538,51702,1178622,1257.429,1549387323,1063358212,10154070,14496833,5018211
Lower middle income,12/17/21,64879265,51554.714,1179498,1192.857,1553040882,1071100204,10439357,15271190,5224078
Lower middle income,12/18/21,64925445,50098.286,1180656,1126.143,1557040389,1078592926,10782167,14448566,4997761
Lower middle income,12/19/21,64973659,50867.571,1181715,1119.429,1560909558,1085240028,13491728,14450144,4979186
Lower middle income,12/20/21,65014077,51658.714,1182830,1148,1565878895,1091472080,13725389,14475897,5001171
Lower middle income,12/21/21,65066358,51656.286,1184041,1149.286,1569676671,1099566456,13961306,14197226,4954997
Lower middle income,12/22/21,65123365,52103.143,1185331,1143,1572477483,1103732024,14342498,13635859,4910752
Lower middle income,12/23/21,65177457,49561.429,1186561,1134.143,1579451021,1111324282,14594675,14071392,5012823
Lower middle income,12/24/21,65235603,50907,1187759,1180.143,1584687670,1119892099,14810590,13721554,4879274
Lower middle income,12/25/21,65281916,50926,1188774,1159.714,1588008367,1127522045,15015028,13883472,4900967
Lower middle income,12/26/21,65323271,49946.143,1189662,1135.286,1589471091,1132366909,15371261,13480406,4781370
Lower middle income,12/27/21,65365145,50154.143,1190541,1101.571,1593782016,1136357054,15584919,13397035,4738335
Lower middle income,12/28/21,65420682,50617.714,1191469,1061.143,1598209391,1147924466,15942777,13298992,4647615
Lower middle income,12/29/21,65487979,52087.714,1192590,1037,1602465576,1156397899,16230038,14223379,4832750
Lower middle income,12/30/21,65568044,55798.143,1193786,1032.143,1606974677,1175308707,16681481,13717207,4689557
Lower middle income,12/31/21,65654258,59807.857,1194996,1033.857,1612817872,1184675343,16875291,14104099,4801228
Lower middle income,1/1/22,65728448,63790.286,1195903,1018.429,1616960096,1191541184,16956089,13270264,4558652
Lower middle income,1/2/22,65811161,69698.571,1196584,988.857,1622336726,1193813926,16995706,13412018,5043343
Lower middle income,1/3/22,65901105,76565.714,1197281,962.857,1630116003,1199994446,17069997,13889250,5480541
Lower middle income,1/4/22,66020192,85644.286,1198459,998.571,1641016860,1207895401,17659856,13696012,5838038
Lower middle income,1/5/22,66187174,99885,1199617,1003.857,1648982954,1212432013,18039854,13549279,6275193
Lower middle income,1/6/22,66396537,118356.143,1200603,973.857,1657333626,1217763956,18530503,14183498,6917388
Lower middle income,1/7/22,66631863,139657.857,1201709,959,1667248032,1224054788,18756344,14678877,7715473
Lower middle income,1/8/22,66890731,166040.429,1202881,996.857,1670438318,1226634150,18867197,14391298,7728675
Lower middle income,1/9/22,67157932,192395.857,1203552,995.429,1678027907,1234111795,19468555,15545566,7885597
Lower middle income,1/10/22,67413078,215996.143,1204548,1038.286,1695015958,1252483122,19885733,15501260,7662267
Lower middle income,1/11/22,67709526,241333.857,1205983,1075,1703029907,1260778070,20379696,16595096,7993689
Lower middle income,1/12/22,68081590,270631.286,1207166,1078.571,1711659861,1266376914,20814719,16504698,7744561
Lower middle income,1/13/22,68449975,293348.714,1208246,1092,1718214984,1277088085,32571929,16609845,7542589
Lower middle income,1/14/22,68850443,316940.429,1209198,1070,1722865248,1280152504,33314035,15032332,6539617
Lower middle income,1/15/22,69238555,335403.857,1210017,1019.571,1731077783,1286963673,34592772,16199851,7181274
Lower middle income,1/16/22,69617788,351408.429,1210941,1055.714,1737318782,1293174138,36187252,15778384,6989185
Lower middle income,1/17/22,69956587,363358.857,1211613,1009.286,1743719435,1298346411,37110171,15907056,7120306
Lower middle income,1/18/22,70381699,381739,1212883,985.714,1746930862,1301215467,38286184,13859189,6135201
Lower middle income,1/19/22,70839682,394013.143,1214084,988.286,1755895785,1312472973,40339015,14982802,6497355
Lower middle income,1/20/22,71350496,414360.143,1215541,1042.143,1761424653,1319079287,41969615,14739996,6323631
Lower middle income,1/21/22,71851532,428727,1216866,1095.429,1767005091,1326362941,43213519,15567741,6561589
Lower middle income,1/22/22,72332418,441980.429,1218070,1150.429,1772441949,1332709314,44382354,15017271,6060208
Lower middle income,1/23/22,72755384,448228,1219017,1153.714,1776814232,1337075385,45425674,14659079,5700262
Lower middle income,1/24/22,73150218,456233,1220281,1238.286,1779824123,1341212072,46142831,13610002,5106146
Lower middle income,1/25/22,73575083,456197.714,1221682,1257,1783547299,1347113329,47401733,14414733,5336843
Lower middle income,1/26/22,74016485,453829,1222978,1270.571,1786972834,1352483520,48998492,12803452,4539000
Lower middle income,1/27/22,74437377,440983,1224316,1253.571,1788963003,1355967929,51746367,11798390,4022763
Lower middle income,1/28/22,74831890,425765.429,1225814,1278.286,1792034900,1360863725,53185186,11343328,3720648
Lower middle income,1/29/22,75228724,413758,1227415,1335,1795506523,1365582811,54054126,10955046,3504452
Lower middle income,1/30/22,75586474,404441.429,1228970,1421.857,1798782303,1372126658,55604877,11199399,3528149
Lower middle income,1/31/22,75915592,395053.429,1230868,1512.429,1801868662,1379091625,57419604,12097214,3791059
Lower middle income,2/1/22,76245727,381520.571,1233421,1677,1805641011,1386163684,58860495,11912200,3660082
Lower middle income,2/2/22,76577399,365844.857,1235054,1725.143,1808709082,1391746624,60182642,11915999,3593729
Lower middle income,2/3/22,76910759,353340.286,1237269,1850.429,1811373013,1396458286,61436251,12348081,3735935
Lower middle income,2/4/22,77206709,339259.857,1238931,1884.143,1814593644,1404824725,62686351,12373488,3742006
Lower middle income,2/5/22,77473046,320617.429,1240583,1891.429,1817068910,1410212668,63673870,12747400,3855540
Lower middle income,2/6/22,77706565,302870.143,1242410,1930.286,1821532439,1415892233,70108755,12367778,3792363
Lower middle income,2/7/22,77940333,289248.714,1244396,1942.857,1824203028,1418885587,71225073,11580271,3606818
Lower middle income,2/8/22,78185926,277171.286,1246685,1905.143,1827607023,1426759925,72359129,11767546,3655961
Lower middle income,2/9/22,78448781,267340.286,1248925,1991.857,1831348170,1433402011,73761770,12099733,3734051
Lower middle income,2/10/22,78688436,253953.857,1250598,1914.429,1834032339,1439265017,104161843,11571415,3631434
Lower middle income,2/11/22,78919183,244639.143,1252393,1923.143,1837045713,1448062095,105587796,12185159,3763958
Lower middle income,2/12/22,79131656,236944.286,1254038,1922.143,1838551500,1451938571,106964577,11746909,3637125
Lower middle income,2/13/22,79308699,228876.286,1255106,1813.714,1844555129,1460090129,108000132,11823426,3688312
Lower middle income,2/14/22,79509104,224110.143,1256549,1736.143,1846748891,1463982558,109710251,12099070,3838077
Lower middle income,2/15/22,79714116,218312.857,1258111,1632.286,1848664358,1470028902,110712694,12014122,3779717
Lower middle income,2/16/22,79937533,212678.857,1259904,1568.429,1850932698,1474298241,111372433,11127456,3602808
Lower middle income,2/17/22,80144220,207969.143,1261553,1565,1852146444,1479818024,119159286,11619261,3634725
Lower middle income,2/18/22,80351254,204581.571,1263033,1520,1859305511,1499061014,121682914,10662804,3365022
Lower middle income,2/19/22,80546803,202163.857,1264771,1533.286,1865698316,1507002246,127881491,10882114,3406956
Lower middle income,2/20/22,80717090,201198.714,1265982,1553.714,1866981765,1510311935,128501449,10228629,3158296
Lower middle income,2/21/22,80876749,195377.857,1267292,1534.714,1872158382,1516812396,130040896,9867381,2932003
Lower middle income,2/22/22,81073459,194191.857,1268690,1511.286,1874559058,1522453973,131338420,9258771,2733038
Lower middle income,2/23/22,81297650,194302.429,1270297,1484.714,1876207957,1526535333,132783068,9517544,3049712
Lower middle income,2/24/22,81498454,193462,1271986,1490.429,1889546305,1530116938,134282943,9521782,3317403
Lower middle income,2/25/22,81668328,188153.429,1272985,1421.714,1891743000,1534360445,135569048,9743723,3614005
Lower middle income,2/26/22,81843368,185223.571,1274094,1331.857,1893288499,1538647421,136040430,9532133,3785338
Lower middle income,2/27/22,82008812,184531.714,1275024,1291.714,1895942644,1540546006,136563071,9850631,4133859
Lower middle income,2/28/22,82201572,189260.429,1276288,1285.143,1918638771,1551080598,139647084,10379456,4525616
Lower middle income,3/1/22,82370235,185253.714,1277071,1223.571,1919710780,1553150563,140205417,9818933,4424052
Lower middle income,3/2/22,82588332,184383.143,1278122,1144.143,1920473633,1555090504,141821978,9390422,3912857
Lower middle income,3/3/22,82827859,189915,1279010,1029.714,1921090062,1559538996,142222210,8870123,3463444
Lower middle income,3/4/22,83051964,197662.286,1280217,1059.429,1921981993,1562293322,143344848,8333360,3068972
Lower middle income,3/5/22,83276389,204717.286,1281161,1035.857,1924743730,1567377847,145893530,7979914,2659378
Lower middle income,3/6/22,83520226,215916.286,1281993,1021.857,1928774249,1573060540,146880029,7541931,2249510
Lower middle income,3/7/22,83710060,215498.286,1282762,951.143,1929719853,1575927586,148218851,6824869,1753740
Lower middle income,3/8/22,83967984,228249.857,1283652,940.143,1931367704,1580242912,149534906,7055484,1760787
Lower middle income,3/9/22,84278843,241501.571,1284547,917.857,1932105121,1583437812,150817038,6894875,1722430
Lower middle income,3/10/22,84536760,244177.714,1285457,921,1933923455,1587009714,152161192,6692354,1671922
Lower middle income,3/11/22,84756954,243619,1286161,849.143,1934948929,1590389019,152729054,6584659,1581281
Lower middle income,3/12/22,85246473,281489.571,1286826,809.286,1936085035,1592725298,154595870,6223999,1502823
Lower middle income,3/13/22,85478545,279808.857,1287497,786.286,1937714221,1596992448,158398108,6208849,1478842
Lower middle income,3/14/22,85766360,293806.571,1288143,768.714,1938323405,1599457482,159445261,6205095,1478223
Lower middle income,3/15/22,85968087,285778.429,1288783,733,1941802873,1603616544,160878650,6191181,1460925
Lower middle income,3/16/22,86260756,283179.857,1289373,689.429,1942457809,1606324556,161988533,6199073,1485052
Lower middle income,3/17/22,86640672,300559.286,1290106,664.143,1944446088,1608460564,163184222,6262990,1543407
Lower middle income,3/18/22,86854748,299685.286,1290687,646.571,1946108696,1610391618,164992707,5896398,1559310
Lower middle income,3/19/22,87294699,292604.143,1291196,624.286,1947314560,1611597724,166398900,5750737,1579044
Lower middle income,3/20/22,87473866,285046.286,1291745,606.857,1948873225,1614047926,167788048,5775708,1570916
Lower middle income,3/21/22,87624144,265397.714,1292187,577.714,1950945248,1616761969,169053819,5844728,1732524
